0,5.54907608489522
1,5.54907608489522
2,5.54907608489522
3,5.54907608489522
4,5.54907608489522
5,5.54907608489522
6,5.54907608489522
7,5.54907608489522
8,5.54907608489522
9,5.54907608489522
10,5.54907608489522
11,5.54907608489522
12,5.54907608489522
13,5.54907608489522
14,5.54907608489522
15,5.54907608489522
16,5.54907608489522
17,5.54907608489522
18,5.54907608489522
19,5.54907608489522
20,5.54907608489522
21,5.54907608489522
22,5.54907608489522
23,5.54907608489522
24,5.54907608489522
25,5.54907608489522
26,5.54907608489522
27,5.54907608489522
28,5.54907608489522
29,5.54907608489522
30,5.54907608489522
31,5.54907608489522
32,5.54907608489522
33,5.547876371075237
34,5.5158147369301815
35,5.483753102785126
36,5.451691468640071
37,5.419629834495016
38,5.3875682003499605
39,5.355506566204905
40,5.32344493205985
41,5.291383297914795
42,5.2593216637697395
43,5.227260029624684
44,5.195198395479629
45,5.163136761334574
46,5.1310751271895185
47,5.099013493044463
48,5.066951858899408
49,5.034890224754353
50,5.0028285906092975
51,4.970766956464242
52,4.938705322319187
53,4.906643688174132
54,4.8745820540290765
55,4.842520419884021
56,4.810458785738966
57,4.778397151593911
58,4.7463355174488555
59,4.7142738833038
60,4.682212249158746
61,4.650150615013691
62,4.618088980868635
63,4.58602734672358
64,4.553965712578525
65,4.52190407843347
66,4.489842444288414
67,4.457780810143359
68,4.425719175998304
69,4.393657541853249
70,4.361595907708193
71,4.329534273563138
72,4.297472639418083
73,4.265411005273028
74,4.233349371127972
75,4.201287736982917
76,4.169226102837862
77,4.137164468692807
78,4.105102834547751
79,4.073041200402696
80,4.040979566257641
81,4.008917932112586
82,3.9768562979675304
83,3.944794663822475
84,3.91273302967742
85,3.8806713955323646
86,3.8486097613873094
87,3.816548127242254
88,3.784486493097199
89,3.7524248589521436
90,3.7203632248070884
91,3.688301590662033
92,3.656239956516978
93,3.6241783223719226
94,3.5921166882268674
95,3.560055054081812
96,3.527993419936757
97,3.4959317857917016
98,3.4638701516466464
99,3.431808517501591
100,3.399746883356536
101,3.3676852492114806
102,3.3356236150664254
103,3.30356198092137
104,3.271500346776315
105,3.2394387126312596
106,3.2073770784862043
107,3.175315444341149
108,3.143253810196094
109,3.1111921760510386
110,3.0791305419059833
111,3.047068907760928
112,3.015007273615873
113,2.982945639470818
114,2.950884005325763
115,2.9188223711807075
116,2.8867607370356523
117,2.854699102890597
118,2.8226374687455418
119,2.7905758346004865
120,2.7585142004554313
121,2.726452566310376
122,2.6943909321653208
123,2.6623292980202655
124,2.6302676638752103
125,2.598206029730155
126,2.5661443955850998
127,2.5340827614400445
128,2.5020211272949893
129,2.469959493149934
130,2.4378978590048788
131,2.4058362248598235
132,2.3737745907147683
133,2.341712956569713
134,2.3096513224246578
135,2.2775896882796025
136,2.2455280541345473
137,2.213466419989492
138,2.1814047858444368
139,2.1493431516993815
140,2.1172815175543263
141,2.085219883409271
142,2.0531582492642158
143,2.0210966151191605
144,1.989034980974106
145,1.9569733468290507
146,1.9249117126839954
147,1.8928500785389402
148,1.860788444393885
149,1.8287268102488297
150,1.7966651761037744
151,1.7646035419587192
152,1.732541907813664
153,1.7004802736686087
154,1.6684186395235534
155,1.6363570053784982
156,1.604295371233443
157,1.5722337370883877
158,1.5401721029433324
159,1.5081104687982771
160,1.476048834653222
161,1.4439872005081666
162,1.4119255663631114
163,1.3798639322180561
164,1.347802298073001
165,1.3157406639279456
166,1.2836790297828904
167,1.2516173956378351
168,1.2195557614927799
169,1.1874941273477246
170,1.1554324932026694
171,1.1233708590576141
172,1.0913092249125589
173,1.0592475907675036
174,1.0271859566224484
175,0.9951243224773931
176,0.9630626883323379
177,0.9310010541872826
178,0.8989394200422274
179,0.8668777858971721
180,0.8348161517521169
181,0.8027545176070616
182,0.7706928834620064
183,0.7386312493169511
184,0.7065696151718959
185,0.6745079810268406
186,0.6424463468817854
187,0.6103847127367301
188,0.5783230785916749
189,0.5462614444466196
190,0.5141998103015644
191,0.48213817615650906
192,0.4500765420114538
193,0.41801490786639944
194,0.3859532737213442
195,0.35389163957628894
196,0.3218300054312337
197,0.28976837128617844
198,0.2577067371411232
199,0.22564510299606796
200,0.1935834688510127
201,0.16152183470595746
202,0.1294602005609022
203,0.09739856641584696
204,0.06533693227079171
205,0.03327529812573646
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
